, 530 
 301.6 , 2.067923E-02 
 302 , 2.129273E-02 
 302.4 , 2.204902E-02 
 302.8 , 2.082073E-02 
 303.2 , 2.077355E-02 
 303.6 , 1.983118E-02 
 304 , 1.992532E-02 
 304.4 , 2.219097E-02 
 304.8 , 2.148168E-02 
 305.2 , 1.809315E-02 
 305.6 , 0.0194548 
 306 , 2.072637E-02 
 306.4 , 2.266447E-02 
 306.8 , 1.884389E-02 
 307.2 , 2.044349E-02 
 307.6 , 2.105668E-02 
 308 , 1.912574E-02 
 308.4 , 2.025499E-02 
 308.8 , 2.006657E-02 
 309.2 , 2.167071E-02 
 309.6 , 1.926673E-02 
 310 , 2.133997E-02 
 310.4 , 2.044349E-02 
 310.8 , 2.200171E-02 
 311.2 , 0.0212455 
 311.6 , 2.096227E-02 
 312 , 1.921972E-02 
 312.4 , 2.044349E-02 
 312.8 , 2.148168E-02 
 313.2 , 1.926673E-02 
 313.6 , 1.893781E-02 
 314 , 1.874996E-02 
 314.4 , 2.181253E-02 
 314.8 , 1.851529E-02 
 315.2 , 1.884389E-02 
 315.6 , 1.973704E-02 
 316 , 2.044349E-02 
 316.4 , 2.011367E-02 
 316.8 , 1.804626E-02 
 317.2 , 2.115108E-02 
 317.6 , 2.129273E-02 
 318 , 2.143443E-02 
 318.4 , 2.077355E-02 
 318.8 , 2.077355E-02 
 319.2 , 2.053778E-02 
 319.6 , 1.874996E-02 
 320 , 0.0194548 
 320.4 , 2.034924E-02 
 320.8 , 2.110386E-02 
 321.2 , 1.903177E-02 
